,XLMiner : k-Means Clustering - Predicted Clusters,,,,,,,,,,,,Date: 03-Jul-2016 17:42:04,,
0,3130,2,311352.6637,8368.039307,47513,0,3,1,1,19904,13,0,0,2516,1
0,3131,2,344450.4704,40985.3783,16321,0,1,1,1,0,0,0,0,2710,0
0,3132,2,323412.3853,22747.65316,37550,0,1,1,1,0,0,0,0,2579,0
0,3133,2,322233.6041,18784.30248,37936,0,2,1,1,6211,12,0,0,2719,0
0,3134,2,320004.665,25196.9484,38061,0,3,1,1,34227,18,3600,8,2649,1
0,3135,2,334872.821,32106.92823,25934,0,1,1,1,370,3,0,0,2565,0
0,3136,2,305625.2851,11828.61794,54942,0,1,1,1,4200,10,4200,10,2610,0
0,3137,2,218696.4572,93563.47613,139423,0,4,1,1,54152,25,500,3,2677,1
1,3138,1,104747.564,270063.9562,298505,0,5,1,1,130647,32,600,2,2483,1
0,3139,2,262681.8702,46555.46199,98753,0,1,1,1,1475,5,0,0,2619,1
0,3140,2,335581.5525,32582.09182,25157,0,1,1,1,830,3,0,0,2732,0
0,3141,2,336544.7901,33336.63979,24134,0,1,1,1,1250,3,0,0,2390,0
0,3142,2,353805.5174,49501.49902,6628,0,1,1,1,2125,8,0,0,2539,0
0,3143,2,346255.6483,42688.8342,14504,0,1,1,1,0,0,0,0,2329,0
0,3144,2,323856.6761,21403.96968,36665,0,1,1,1,3250,19,0,0,2951,0
0,3145,2,343146.6192,39526.10417,17481,0,1,1,1,1396,3,0,0,586,0
0,3146,2,327810.7656,26199.27299,33111,0,1,1,1,0,0,0,0,2461,0
0,3147,2,268749.7724,41498.15859,89237,0,4,1,2,37668,18,0,0,2533,0
0,3148,2,264898.1814,46429.3156,93028,0,4,1,1,40887,22,0,0,2507,1
0,3149,2,269053.4631,53459.22737,89094,0,5,1,1,55865,13,0,0,2404,0
0,3150,2,346910.183,57781.16355,11109,0,5,1,1,53627,13,0,0,2623,1
0,3151,2,345803.7064,42255.52067,14957,0,1,1,1,0,0,0,0,2634,0
0,3152,2,341327.9975,36590.06369,17823,0,1,1,1,15323,8,0,0,1453,0
0,3153,2,352227.5387,48359.68846,8485,0,1,1,1,0,0,0,0,2111,0
0,3154,2,303013.3105,5447.953601,56756,0,3,1,1,10851,14,0,0,2068,0
0,3155,2,259205.3449,46755.11598,99196,0,4,1,1,28334,16,0,0,2595,0
0,3156,2,338273.8453,33741.16349,21736,0,1,2,1,6672,10,0,0,2544,0
0,3157,2,348171.4971,43225.799,11324,0,3,1,1,11082,11,0,0,2661,1
0,3158,2,300753.3234,14433.09801,60109,0,1,1,1,2300,6,2300,6,2501,1
0,3159,2,228693.5983,76453.92074,129887,0,1,1,1,26810,10,810,3,2566,1
0,3160,2,342607.3418,39208.94237,18150,0,1,1,1,240,2,0,0,2538,0
0,3161,2,302083.051,6118.898506,57432,0,2,1,1,13422,19,5100,12,2546,1
0,3162,2,327788.3192,24657.7812,32659,0,1,1,1,3614,14,0,0,2553,0
0,3163,2,258025.3098,50417.73902,103203,0,1,1,1,3200,4,200,2,1556,1
0,3164,2,333743.6941,31238.06877,27122,0,1,1,1,0,0,0,0,2630,0
0,3165,2,320548.9646,19849.3864,40252,0,1,1,1,1375,4,0,0,2565,0
0,3166,2,164880.4666,140751.9672,194816,0,1,1,1,20822,25,6647,12,2424,1
0,3167,2,295794.0784,18988.36605,65460,0,1,1,1,0,0,0,0,2493,0
0,3168,2,342927.803,39588.41238,17863,0,1,1,1,0,0,0,0,2028,1
0,3169,2,329569.0927,45811.43844,28443,0,4,1,1,53065,18,150,1,2462,1
0,3170,2,344760.6529,40665.48797,15655,0,1,1,1,2807,12,957,4,2476,1
0,3171,2,322461.2871,21247.55523,38307,0,1,1,1,1500,3,1500,3,2151,0
0,3172,2,344166.3194,39262.06013,15135,0,3,1,1,13357,14,0,0,2579,1
0,3173,2,286037.9247,19544.55981,73601,0,2,1,1,12902,36,2000,4,2624,0
0,3174,2,327184.5982,23853.55646,31489,0,3,1,1,21950,21,0,0,2216,1
0,3175,2,312076.1949,15356.64869,48852,0,1,1,1,1058,3,0,0,2278,1
0,3176,2,173450.8937,134926.7185,188883,0,1,1,1,5500,3,0,0,2613,1
0,3177,2,323748.3331,23006.08038,37212,0,1,1,1,0,0,0,0,2455,0
0,3178,2,317631.0875,18335.41895,43285,0,1,1,1,745,3,0,0,2436,1
0,3179,2,349976.3714,46226.03106,10758,0,1,1,1,0,0,0,0,1777,0
0,3180,2,319835.2807,19136.48659,40926,0,1,1,1,1725,7,0,0,2453,0
0,3181,2,349163.1852,44535.78506,10915,0,1,1,1,5455,15,0,0,2473,1
0,3182,2,321827.5018,19273.3138,38580,0,1,1,1,4337,7,0,0,2168,0
0,3183,2,333646.1468,30020.88665,26650,0,1,1,1,4652,11,4652,11,1958,0
0,3184,2,335010.4387,31040.00204,25268,888,1,1,1,4566,8,800,3,2126,1
0,3185,2,351353.0563,47477.01189,9338,0,1,1,1,200,1,200,1,2371,0
0,3186,2,290995.5639,23252.74187,67070,0,4,1,1,34600,27,2100,10,2416,1
0,3187,2,341391.4829,38092.93286,19382,0,1,1,1,195,2,0,0,2545,0
0,3188,2,335644.521,32924.95366,25205,0,1,1,1,0,0,0,0,2532,0
0,3189,2,349999.2596,45084.57036,9634,0,1,1,1,9634,5,0,0,2146,0
0,3190,2,341769.1989,38349.2851,18954,0,1,1,1,550,3,550,3,2465,0
0,3191,2,318632.6553,14736.47069,41279,0,2,1,1,8682,14,0,0,2241,0
0,3192,2,302981.7508,4090.847281,56624,0,1,2,1,12311,14,0,0,2491,0
0,3193,2,349694.3141,45912.22188,11021,0,1,1,1,115,2,0,0,2449,0
0,3194,2,356125.1688,51548.88506,4096,0,1,1,1,3802,8,0,0,2433,1
0,3195,2,353074.8142,50784.70372,5199,0,3,1,1,28100,16,0,0,2592,1
0,3196,2,319427.1176,17654.27105,41072,0,1,1,1,3751,15,0,0,2378,0
0,3197,2,277432.4107,31943.6986,83623,0,1,1,1,2692,6,900,4,2395,0
0,3198,2,344537.1616,40508.1415,15920,0,1,1,1,2500,1,0,0,2466,1
0,3199,2,308047.0725,8074.665392,50674,0,2,1,1,22073,12,0,0,1615,0
0,3200,2,302708.2162,16491.54144,55461,0,4,1,1,31658,17,500,2,2315,0
0,3201,2,267822.4486,40799.63393,93264,0,1,1,1,3250,19,0,0,2369,0
0,3202,2,244713.9483,60881.89859,115154,0,3,1,1,13466,17,500,1,2440,0
0,3203,2,335882.1391,33030.28264,24920,0,1,1,1,375,3,0,0,2067,0
0,3204,2,294458.1081,10809.80995,64924,0,1,3,1,14971,13,0,0,1989,0
0,3205,2,334032.492,29182.49396,25210,0,1,1,1,14500,5,500,1,2138,0
0,3206,2,319752.653,20190.32395,41247,0,1,1,1,0,0,0,0,2407,0
0,3207,2,354739.7218,50729.34211,5929,0,1,1,1,168,7,0,0,2371,0
0,3208,2,346071.4043,42149.84337,14457,2288,1,1,1,1875,8,0,0,2409,0
0,3209,2,331755.3504,29336.57533,29067,0,1,1,1,485,3,250,1,2147,1
0,3210,2,247290.7179,57893.84435,112164,0,3,1,1,16802,14,0,0,2188,0
0,3211,2,315543.5925,13800.59587,44764,0,2,1,1,5539,6,0,0,2081,0
0,3212,2,321310.0921,18449.51454,38997,0,1,1,1,5158,18,0,0,2399,0
0,3213,2,245743.7602,61658.35215,115215,0,2,1,1,5824,7,0,0,2096,1
0,3214,2,262624.795,42470.78053,96714,0,3,1,1,17026,15,0,0,2185,0
0,3215,2,324953.8686,40343.09848,32988,0,4,1,1,49484,14,0,0,2161,1
0,3216,2,349205.2885,45560.89964,11552,0,1,1,1,0,0,0,0,481,0
0,3217,2,321832.9668,19923.62596,38739,0,1,1,1,3050,3,550,2,1976,0
0,3218,2,215688.0346,89353.83743,142989,0,4,1,1,26210,14,500,1,2340,0
0,3219,2,356590.8821,53998.05789,1724,0,3,1,1,27305,20,0,0,1784,1
0,3220,2,302847.8427,57688.32529,56395,0,5,1,1,72905,24,1800,4,2344,1
0,3221,2,348813.6613,44971.15282,11845,0,1,1,1,625,2,0,0,2334,0
0,3222,2,314386.7556,16173.25347,46378,4844,1,1,1,2358,5,2358,5,1766,0
0,3223,2,275441.0161,32004.37805,85071,0,1,1,1,6600,4,0,0,2322,0
0,3224,2,305256.9096,6599.902871,53543,0,1,1,1,21183,11,563,2,1149,0
0,3225,2,326591.6883,23536.89629,33834,0,1,1,1,3920,12,0,0,1850,0
0,3226,2,323541.5618,20658.03843,36839,0,1,1,1,4436,6,0,0,2275,1
0,3227,2,317753.054,13655.30255,42042,0,2,1,1,9846,14,0,0,1606,0
0,3228,2,289304.7895,23459.11521,72027,0,1,1,1,0,0,0,0,2386,0
0,3229,2,357873.1067,53649.09504,2692,0,1,1,1,800,4,50,1,2447,0
0,3230,2,342975.8512,39647.18039,17818,0,1,1,1,0,0,0,0,1709,0
0,3231,2,288799.3639,17077.61085,70927,0,1,1,1,12011,12,1567,8,2096,1
0,3232,2,303366.2587,14532.44968,57622,0,1,1,1,1250,3,0,0,2337,0
0,3233,2,360326.7494,56160.7699,323,0,1,1,1,0,0,0,0,1975,0
0,3234,2,327402.837,25911.50403,33530,0,1,1,1,0,0,0,0,1777,0
0,3235,2,343262.6322,38408.839,16452,0,1,1,1,9181,5,0,0,2108,0
1,3236,1,74146.47637,233306.2381,287033,0,1,1,1,26161,58,12873,53,2272,1
0,3237,2,303164.5373,8206.533981,55487,0,3,1,1,23123,19,1150,5,1986,1
0,3238,2,344043.3524,40164.3808,14648,0,3,1,1,21157,12,0,0,1843,1
0,3239,2,350096.3195,46306.0782,10621,0,1,1,1,90,3,0,0,2223,0
0,3240,2,337384.3025,33963.65347,23224,0,1,1,1,1750,7,0,0,2322,0
0,3241,2,343093.4245,39718.43242,17684,0,1,1,1,93,1,0,0,2012,0
0,3242,2,357906.2171,53476.14571,2477,0,1,1,1,2319,6,500,1,2137,1
0,3243,2,316253.7401,17534.42289,44668,0,1,1,1,872,2,0,0,1557,0
0,3244,2,338347.1628,35323.05387,22461,0,1,1,1,150,1,150,1,2223,0
0,3245,2,258464.8302,51107.63011,103200,0,1,1,1,500,1,500,1,2062,1
0,3246,2,286066.1443,20677.73744,74007,0,2,1,1,9259,13,0,0,2181,0
0,3247,2,338692.1287,35686.86937,22134,0,1,1,1,0,0,0,0,2161,0
1,3248,1,122356.4766,188026.7126,242062,0,1,1,1,5125,18,0,0,2150,0
0,3249,2,336087.1597,33138.12061,24683,0,1,1,1,600,2,0,0,2117,0
0,3250,2,306407.0647,39855.00546,51680,0,4,1,1,54926,65,3088,8,2112,1
0,3251,2,350542.4858,45639.23579,8819,0,3,1,1,12472,15,0,0,1920,1
0,3252,2,297505.1581,8118.28605,61545,0,3,1,1,18351,18,0,0,1973,0
0,3253,2,236481.0795,71389.07995,124837,0,1,1,1,4400,7,1500,5,2053,1
0,3254,2,310255.2364,15850.62782,50848,0,1,1,1,0,0,0,0,1773,0
0,3255,2,341143.6465,37931.65169,19661,0,1,1,1,0,0,0,0,2175,0
0,3256,2,326387.265,23915.65586,32156,0,2,1,1,23928,29,2150,12,2257,1
0,3257,2,237137.145,68862.75981,123055,0,1,1,1,11564,5,1039,2,2209,1
0,3258,2,297304.3889,14430.93169,63331,0,1,1,1,4200,4,700,2,2060,0
0,3259,2,350656.463,46259.59287,9646,0,1,1,1,3445,11,0,0,2140,0
0,3260,2,343811.2148,39688.31564,16569,0,1,1,1,3204,8,0,0,2120,0
0,3261,2,166929.3123,139859.426,194111,0,1,1,1,12350,30,2750,15,1777,1
0,3262,2,211354.5986,103026.4087,147128,0,5,1,1,59991,47,1065,1,2279,1
0,3263,2,301682.0718,14042.98396,59177,0,1,1,1,2300,6,700,3,1869,1
0,3264,2,331965.676,28527.64515,26693,0,3,1,1,22057,14,0,0,1863,1
0,3265,2,357693.2895,53527.35366,2912,0,1,1,1,510,1,0,0,2132,0
0,3266,2,346711.6724,43010.39664,13982,0,1,1,1,500,1,0,0,2117,0
0,3267,2,345910.143,41679.36998,14428,0,1,1,1,3475,21,0,0,1599,0
0,3268,2,338393.0611,34045.12365,21740,0,1,1,1,5625,11,0,0,2048,0
0,3269,2,351829.7232,47866.42335,8811,0,1,1,1,600,5,0,0,2032,0
0,3270,2,311672.6965,8996.290669,48256,0,2,1,1,8942,14,0,0,2121,0
0,3271,2,348560.8809,43631.27638,10994,0,3,1,1,10492,15,0,0,2215,1
0,3272,2,333565.4876,31232.41607,27320,2788,1,1,1,0,0,0,0,1725,0
0,3273,2,294658.9202,19732.7691,66614,0,1,1,1,0,0,0,0,1992,0
0,3274,2,279845.5211,41597.6145,78105,0,2,1,1,49364,14,0,0,2070,0
0,3275,2,240820.1215,67893.90077,120860,0,1,1,1,2000,1,0,0,1761,0
0,3276,2,283284.4738,25340.94747,77382,0,1,1,1,4950,13,0,0,2256,0
0,3277,2,341509.9625,38263.73543,19290,0,1,1,1,0,0,0,0,2331,0
0,3278,2,310112.1323,15759.0448,50987,0,1,1,1,0,0,0,0,2259,0
0,3279,2,256830.2396,50541.10932,101290,0,4,1,1,33876,22,500,1,2291,1
0,3280,2,343350.3515,39901.30215,17377,2178,1,1,1,500,1,0,0,2010,1
0,3281,2,348964.8578,45154.12945,11711,0,1,1,1,500,1,500,1,1922,0
0,3282,2,331971.8094,29162.2568,28712,0,1,1,1,1500,3,1500,3,2256,1
0,3283,2,248599.6872,57040.22553,110839,0,1,1,1,17550,24,7550,23,2272,1
0,3284,2,295179.3853,16859.53405,65633,0,1,1,1,3100,10,2000,8,1791,0
0,3285,2,290021.3116,15142.19024,69106,0,1,1,1,17832,10,0,0,2007,0
0,3286,2,295261.9237,19406.2572,66009,0,1,1,1,0,0,0,0,1603,1
0,3287,2,343838.474,40237.73658,16843,0,1,1,1,780,3,0,0,2112,0
0,3288,2,333523.6482,30331.80178,27071,0,1,1,1,2125,10,0,0,2059,0
0,3289,2,334980.7066,32175.21471,25807,0,1,1,1,550,3,550,3,1838,0
0,3290,2,229329.0061,80002.66188,132871,0,1,1,1,300,3,200,2,1719,0
0,3291,2,334178.9455,33598.14689,24065,589,3,1,1,29586,9,0,0,1045,1
0,3292,2,268708.9363,40484.16909,92533,0,1,1,1,2220,4,2220,4,1905,0
0,3293,2,346246.6358,42691.57755,14513,0,1,1,1,50,2,0,0,1710,0
0,3294,2,196638.4181,118960.2793,162365,0,5,1,1,65029,15,0,0,1948,0
0,3295,2,354425.5779,49570.43158,4834,0,2,1,1,13441,17,0,0,1851,1
0,3296,2,339267.7596,35797.73713,21311,3418,1,1,1,2000,9,0,0,1990,0
0,3297,2,311284.0025,16062.48933,49804,0,1,1,1,0,0,0,0,2157,0
0,3298,2,226049.769,82105.34844,135567,0,1,1,1,3650,5,1050,3,1967,0
0,3299,2,223481.6495,81522.27117,135374,0,3,1,1,23835,22,917,2,2294,0
0,3300,2,221502.6992,87963.42379,140914,0,1,1,1,0,0,0,0,1791,0
0,3301,2,353908.7694,49965.42754,6789,0,1,1,1,0,0,0,0,2237,0
0,3302,2,299322.7143,17157.21255,61893,0,1,1,1,0,0,0,0,2320,0
0,3303,2,276268.5292,28847.46993,83082,0,1,1,1,16207,13,250,1,2003,1
0,3304,2,343819.3994,40411.29179,16962,0,1,1,1,0,0,0,0,2206,0
0,3305,2,272142.344,36904.95506,85955,0,4,1,1,34197,22,600,2,2046,0
0,3306,2,338311.7079,34677.88076,22215,0,1,1,1,2375,12,0,0,1857,0
0,3307,2,255155.3337,52756.52062,105898,0,1,1,1,4444,5,1944,4,2332,0
0,3308,2,291858.4318,15121.97344,66807,0,3,1,1,23456,14,0,0,1575,0
0,3309,2,230573.7966,78297.26337,131366,0,1,1,1,1500,2,500,1,1999,0
0,3310,2,328529.7022,25394.62117,31929,0,1,1,1,3500,3,1000,2,2019,1
0,3311,2,339572.2962,35168.51749,20540,0,1,1,1,5731,15,500,1,1970,0
0,3312,2,310168.7604,45260.34609,48131,0,5,1,1,60090,18,0,0,2161,1
0,3313,2,343716.8489,39161.24923,16346,0,1,1,1,5930,15,0,0,2108,1
0,3314,2,345206.8633,41674.11845,15540,0,1,1,1,209,3,104,1,1761,0
0,3315,2,340201.344,41565.43486,17828,0,4,1,1,35099,14,0,0,2115,1
1,3316,1,64157.86595,250537.4132,298927,0,5,1,1,69449,27,150,3,2047,0
0,3317,2,294290.1163,16120.17062,66300,0,1,1,1,4750,6,1150,3,1884,0
0,3318,2,332438.5861,30133.50418,28446,0,1,1,1,0,0,0,0,1920,0
0,3319,2,277784.7575,27903.75408,80906,0,3,1,1,23548,15,0,0,2140,0
0,3320,2,348455.4952,44557.54268,12153,0,1,1,1,1050,9,1050,9,2041,0
0,3321,2,322897.0022,20433.38895,37569,0,1,1,1,3850,4,250,1,1597,1
0,3322,2,259817.2706,49783.14818,98151,0,3,1,1,38812,11,500,1,1976,0
1,3323,1,138034.0395,170709.6844,224852,0,1,1,1,7750,32,750,3,2102,0
0,3324,2,340612.2139,36797.5259,19881,0,1,1,1,2472,15,0,0,2186,0
0,3325,2,347264.1322,43648.66116,13490,0,1,1,1,0,0,0,0,2032,1
0,3326,2,312009.7869,10645.5615,46672,500,3,1,1,22404,22,0,0,2021,0
0,3327,2,239185.9352,65836.76568,119735,0,3,1,1,22432,17,1000,2,1996,1
0,3328,2,342177.7323,38305.56578,18317,0,1,1,1,2375,12,0,0,2032,0
0,3329,2,334528.1261,31944.88727,26334,0,1,1,1,0,0,0,0,2258,0
0,3330,2,214931.1728,99047.06835,143441,0,5,1,1,58475,27,0,0,2238,0
0,3331,2,349907.9528,45947.64159,10697,0,1,1,1,1000,8,0,0,2111,0
0,3332,2,344648.0143,40664.6373,14072,0,3,1,1,20700,16,0,0,1949,1
0,3333,2,325287.5299,24967.22128,35661,7487,1,1,1,600,3,500,2,1759,1
0,3334,2,306214.9725,13859.89658,54697,0,1,1,1,1625,6,0,0,1809,0
0,3335,2,342439.0159,39147.37828,18359,0,1,1,1,0,0,0,0,1748,0
0,3336,2,310871.0601,10434.3752,47764,0,2,1,1,23122,11,400,1,1872,1
0,3337,2,308368.3599,6531.886222,51169,4903,3,1,1,13080,13,0,0,1809,0
0,3338,2,327562.3907,22825.797,32099,0,3,1,1,10534,6,0,0,1929,0
0,3339,2,276642.6741,75095.56747,84148,0,1,1,5,84148,7,0,0,1054,0
0,3340,2,315638.8112,16388.55241,45137,0,1,1,1,2000,1,0,0,1319,1
0,3341,2,341947.9818,37512.14497,18179,0,1,1,1,5488,3,0,0,1877,1
0,3342,2,319010.7366,17161.98795,39566,0,2,1,1,23755,18,0,0,1763,0
0,3343,2,314233.9469,17068.57574,46809,0,1,1,1,125,1,0,0,1878,0
0,3344,2,317484.2857,12973.30775,41628,0,3,1,1,16771,12,0,0,1818,0
0,3345,2,339907.2894,36762.77201,20891,0,1,1,1,150,3,0,0,1920,0
0,3346,2,324338.5564,23126.69254,36513,1692,1,1,1,825,3,725,2,1611,0
0,3347,2,242390.2238,83434.56201,116923,0,5,1,1,70403,50,0,0,1738,0
0,3348,2,352607.4676,48408.88643,7879,0,1,1,1,1815,5,0,0,1849,0
0,3349,2,320903.9172,21012.51319,40091,0,1,1,1,0,0,0,0,1803,0
0,3350,2,314152.6382,11246.4608,45842,0,1,1,1,8253,15,128,1,1805,1
0,3351,2,360170.2713,56070.51838,500,0,1,1,1,0,0,0,0,396,0
0,3352,2,316851.0373,15463.17641,43595,0,1,1,1,4375,14,0,0,1867,0
0,3353,2,328877.2687,29895.94764,29291,0,4,1,1,31357,32,1950,6,1391,1
0,3354,2,295491.5755,10896.11663,63392,0,3,1,1,20553,17,0,0,1087,0
0,3355,2,340593.0558,36258.4588,19578,0,2,1,1,5208,11,0,0,1632,1
0,3356,2,349808.9497,46064.20059,10926,0,1,1,1,0,0,0,0,1851,0
0,3357,2,338164.8869,40492.85724,19839,0,4,1,1,36375,15,0,0,1535,1
0,3358,2,295408.775,12098.13328,64594,0,2,1,1,9295,14,0,0,1869,0
0,3359,2,336236.4171,33395.71302,24580,0,1,1,1,255,3,0,0,1926,0
0,3360,2,339653.5012,35065.44505,20318,0,1,2,1,6990,13,0,0,1956,0
0,3361,2,335999.6458,32604.71865,24579,0,1,1,1,2100,10,0,0,1967,0
0,3362,2,289301.7744,21922.98471,71713,0,1,1,1,2135,4,0,0,1845,0
0,3363,2,285377.8712,20414.14904,73501,0,3,1,1,21014,26,3694,8,1720,0
0,3364,2,298901.9899,11916.46328,61479,0,1,1,1,6050,4,50,1,1755,0
0,3365,2,338675.674,35166.19467,21915,0,1,1,1,1875,8,0,0,1518,0
0,3366,2,342608.4343,37943.07005,16465,0,1,1,1,16165,5,0,0,1631,0
0,3367,2,296100.5133,34324.68917,61841,0,1,1,1,48700,49,0,0,1659,1
0,3368,2,336413.44,31560.82575,23197,0,1,3,1,10587,13,150,1,1747,0
0,3369,2,334801.8556,32245.84946,26069,0,1,1,1,0,0,0,0,1278,0
0,3370,2,353741.1098,48834.11245,5690,0,2,1,1,11612,15,0,0,1549,1
0,3371,2,359658.9221,55525.37879,1000,0,1,1,1,0,0,0,0,1597,0
0,3372,2,346709.1374,43134.31835,14052,0,1,1,1,0,0,0,0,1808,0
0,3373,2,358523.9555,54425.41524,2143,0,1,1,1,0,0,0,0,1672,0
0,3374,2,342558.7231,39261.45786,18239,0,1,1,1,0,0,0,0,1683,0
0,3375,2,355800.9463,51815.01802,4892,0,1,1,1,0,0,0,0,1282,0
0,3376,2,324856.2175,20076.6853,34412,0,3,1,1,14734,13,0,0,1524,1
0,3377,2,326053.5251,23598.72156,34535,0,1,1,1,2719,12,0,0,1358,0
0,3378,2,336620.0438,32702.99099,23720,0,1,1,1,4000,3,500,1,1678,1
0,3379,2,348929.0282,45239.72235,11816,0,1,1,1,0,0,0,0,1596,0
0,3380,2,349053.7246,44663.56339,11218,0,1,1,1,3850,14,0,0,1604,0
0,3381,2,348137.9741,44411.28088,12568,0,1,1,1,350,3,0,0,1664,0
0,3382,2,347373.6006,43447.36085,13188,0,1,1,1,1500,3,1500,3,1955,0
0,3383,2,317957.4665,28657.06032,39983,0,3,1,1,39983,11,0,0,1569,0
0,3384,2,331834.789,28221.49493,28526,0,1,1,1,4167,15,0,0,1360,0
0,3385,2,290967.1942,14316.55151,68359,0,3,1,1,15803,17,0,0,1293,0
0,3386,2,338769.1972,35748.63906,22048,0,1,1,1,100,1,0,0,1702,0
0,3387,2,358659.7526,54381.70489,1866,0,1,1,1,1128,8,0,0,1782,0
0,3388,2,319411.9985,15352.37836,40408,0,2,1,1,9612,12,0,0,913,0
0,3389,2,339563.1879,35308.30358,20642,0,1,1,1,4977,13,0,0,1614,0
0,3390,2,294333.0941,17856.82057,66574,0,1,1,1,2500,6,400,4,1791,0
0,3391,2,341569.7973,37317.71811,18656,0,1,1,1,4752,11,0,0,968,0
0,3392,2,303503.76,13971.53835,57374,1621,1,1,1,2100,5,2100,5,1440,0
0,3393,2,334019.0921,29489.04275,25898,0,1,1,1,7834,3,0,0,1588,0
0,3394,2,316061.8677,15440.77858,42481,0,3,1,1,24617,16,0,0,678,0
0,3395,2,298208.9671,14548.81437,62492,0,1,1,1,3725,11,2600,9,1536,0
0,3396,2,356254.8358,52240.10071,4431,0,1,1,1,0,0,0,0,1582,0
0,3397,2,333332.5271,31164.06256,25090,0,4,1,1,25860,9,0,0,1786,1
0,3398,2,262457.1246,58236.8145,95728,2092,5,1,1,56111,14,0,0,1372,0
0,3399,2,348714.6221,44440.06317,11631,0,1,1,1,3289,22,0,0,1157,0
0,3400,2,306380.5786,10347.45055,54039,0,1,1,1,5250,22,1250,10,1709,1
0,3401,2,354787.6188,50463.5612,5625,0,1,1,1,2350,12,0,0,1270,0
0,3402,2,337377.4468,33443.69616,22966,0,1,1,1,3950,8,450,6,1443,1
0,3403,2,355105.5829,51068.64924,5544,0,1,1,1,350,3,0,0,1713,0
0,3404,2,323343.99,21021.74467,37171,0,1,1,1,3450,5,950,4,1341,1
0,3405,2,320130.905,18542.21553,40425,0,1,1,1,3300,8,1700,5,1753,0
0,3406,2,350394.025,45896.67091,9805,0,1,1,1,4403,11,0,0,1559,1
0,3407,2,329717.0659,25036.33977,29417,0,1,1,1,16011,3,0,0,1582,0
0,3408,2,323317.6307,20587.68783,37093,0,1,1,1,4250,13,0,0,1810,0
0,3409,2,338864.9768,34836.61341,21461,0,1,1,1,4010,26,0,0,1509,0
0,3410,2,338175.5585,33836.11789,21950,0,1,1,1,5739,16,0,0,1668,0
0,3411,2,346510.5013,42915.10494,14233,0,1,1,1,160,3,0,0,1687,0
0,3412,2,253652.835,76379.62571,105737,0,5,1,1,71728,13,0,0,1705,0
0,3413,2,338282.6407,35332.46504,22551,0,1,1,1,0,0,0,0,1794,0
0,3414,2,323767.255,19022.91273,35474,0,1,1,1,15086,6,0,0,1479,0
0,3415,2,338915.3014,35798.44992,21854,0,1,1,1,500,1,500,1,1100,0
0,3416,2,310331.9429,13354.33109,50386,0,1,1,1,2750,8,0,0,1721,0
0,3417,2,332076.2021,28964.55921,28502,0,1,1,1,2375,12,0,0,1732,0
1,3418,1,119714.1833,185524.1234,238446,1082,4,1,1,37766,28,1550,11,890,1
0,3419,2,339865.1575,35899.3913,20516,0,1,1,1,3500,20,0,0,1429,0
0,3420,2,261153.0821,44521.52514,97391,0,1,1,1,26299,8,0,0,1607,0
0,3421,2,330713.1251,26416.1654,29253,2305,1,1,1,7625,5,0,0,1630,0
0,3422,2,219986.0957,85705.56556,139982,0,1,1,1,14500,6,0,0,1430,0
0,3423,2,292906.6592,19869.21172,68192,0,1,1,1,1300,9,1300,9,1640,0
0,3424,2,338593.6304,34406.98553,21615,0,1,1,1,5043,13,1000,2,1069,0
0,3425,2,321090.9441,32485.09999,36829,0,4,1,1,42497,19,1001,1,1015,1
0,3426,2,205808.1672,100912.6598,152178,0,4,1,1,39760,15,248,1,1073,0
0,3427,2,343177.2275,39431.81162,17397,0,1,1,1,1750,7,0,0,1215,0
0,3428,2,315854.2058,17013.36503,45006,0,1,1,1,1400,6,300,4,925,0
0,3429,2,356114.4942,51763.79821,4289,0,1,1,1,2350,4,750,2,1083,0
0,3430,2,228138.6704,105097.5092,133351,0,5,1,1,84215,43,7000,22,1529,1
0,3431,2,318675.0194,18363.15395,42093,0,1,1,1,1831,4,0,0,1526,0
0,3432,2,285024.6495,20177.34462,74331,0,3,1,1,15779,14,0,0,1514,0
0,3433,2,239887.3113,66457.12263,120462,3649,1,1,1,10500,9,750,2,1503,0
0,3434,2,345733.5164,41078.83706,14243,0,1,1,1,6654,17,0,0,1487,0
0,3435,2,353702.4079,49516.33552,6803,0,1,1,1,1644,11,0,0,1296,0
0,3436,2,351652.407,47558.48951,8885,0,1,1,1,1500,5,0,0,1386,0
0,3437,2,321105.9499,16967.86071,38761,0,2,1,1,9015,12,0,0,1533,0
0,3438,2,355201.4048,51251.84693,5500,0,1,1,1,0,0,0,0,989,0
0,3439,2,281319.1723,32687.84873,76660,0,3,1,1,38807,24,3341,1,1193,0
0,3440,2,329858.6029,26284.61877,30463,0,1,1,1,4619,9,0,0,1275,0
0,3441,2,353801.003,49917.85175,6914,0,1,1,1,0,0,0,0,812,0
0,3442,2,292618.3028,15023.53115,67495,0,2,1,1,8620,8,0,0,1302,0
0,3443,2,345273.6,41533.33955,15339,0,1,1,1,1375,4,0,0,628,0
0,3444,2,354906.2993,50893.84618,5745,0,1,1,1,400,4,400,4,1067,0
0,3445,2,276817.604,43881.26702,81155,0,4,1,1,49904,41,0,0,1276,0
0,3446,2,314072.9988,9619.33734,45432,0,3,1,1,12833,15,0,0,1322,0
0,3447,2,319560.5928,15557.72661,39386,0,1,1,1,18722,7,0,0,1359,0
